,BOAT,type,WING_CONFIG_unk,DATETIME,entry_bsp,exit_bsp,min_bsp,bsp_loss,entry_twa,exit_twa,entry_rh,exit_rh,entry_rh_stability,max_yaw_rate,two_DB_time,tws,pop_time,turn_min_rh,t_invert,entry_heel,entry_pitch,exit_heel,exit_pitch,turning_time,bsp_at_drop,heel_at_drop,entry_jib_lead,exit_jib_lead,entry_jib_sheet,exit_jib_sheet,max_rudder_angle,vmg_distance,theoretical_target_vmg
8593,NZL,tack,11.0,2023-10-14T14:12:55.600000+00:00,43.46,33.46,28.79,14.670000000000002,63.4,76.9,1140.1,816.7,800.8,28.39,5.6,16.0,1.2,788.3,,-3.1436,-1.63,3.919000000000001,0.2189999999999999,4.4,45.24,2.69,21.2422,97.4536,3.8000000000000007,10.1332,20.9,180.29262840237013,22.325
8596,NZL,tack,11.0,2023-10-14T14:16:06.200000+00:00,42.56,34.96,26.83,15.730000000000004,53.6,72.2,1259.2,934.9,669.1,21.0,6.6,17.0,3.2,412.0,,-4.7514,-2.0970000000000004,0.3414000000000001,-0.8268000000000001,6.0,42.21,1.43,38.9962,99.7448,5.291799999999999,10.3204,14.1,203.3766420415957,24.51160000000001
8597,NZL,tack,11.0,2023-10-14T14:17:16.200000+00:00,43.54,38.28,31.77,11.77,59.1,64.0,1188.8,1221.8,1327.4,33.9,,16.0,1.4,883.4,,-3.045,-1.2616,0.7997999999999998,-0.7654000000000002,5.2,45.9,1.0,35.0912,54.5078,4.960000000000001,6.583200000000001,20.6,227.23500625824263,22.72
8599,NZL,tack,11.0,2023-10-14T14:35:11.600000+00:00,42.39,36.23,28.64,13.75,72.3,58.2,1204.5,1243.3,801.2,30.74,6.4,16.0,1.6,760.3,,-2.9362,-1.643,-2.5066,-1.6266,4.8,43.85,0.44,34.19,95.37439999999998,4.89,9.9602,18.8,209.64658443075825,18.4208
8600,NZL,tack,11.0,2023-10-14T14:36:33.600000+00:00,44.16,45.81,34.8,9.36,67.3,71.6,1169.5,1018.0,1080.6,34.07,6.4,20.0,1.8,461.1,,-1.4775999999999998,-1.6687999999999994,-1.7428,-1.4730000000000003,5.2,46.55,0.51,30.0058,62.6212,4.539999999999999,7.258600000000001,18.3,210.68162612324173,24.6884
8602,NZL,tack,11.0,2023-10-14T14:40:48.600000+00:00,41.05,36.09,27.56,13.489999999999998,54.7,78.4,1253.8,1209.2,1037.0,22.36,7.2,15.0,2.6,87.8,,-3.9844,-2.2390000000000003,0.8284,-0.916,6.2,40.56,0.85,35.9338,77.4074,5.03,8.4756,14.8,204.86682363095056,21.143
8608,NZL,tack,11.0,2023-10-14T13:30:23.200000+00:00,39.47,33.32,24.11,15.36,48.5,81.0,1205.5,805.5,750.0,20.06,5.4,17.0,1.8,334.1,,-2.344,-0.8278,5.5256,0.3158000000000001,8.6,33.93,1.62,38.0982,99.4786,5.21,10.300800000000002,14.5,183.6052719598736,24.572
8611,NZL,tack,11.0,2023-10-14T13:28:56.600000+00:00,36.75,32.11,23.91,12.84,46.8,71.1,1141.3,849.6,1217.6,20.15,5.4,18.0,2.2,315.8,,-3.32530612244898,-1.2622448979591836,4.08625,0.5172916666666666,6.6,37.39,-2.93,32.15040816326531,99.96458333333334,4.713061224489795,10.340000000000002,14.6,203.55184833974985,24.6961224489796
8612,NZL,tack,11.0,2023-10-14T12:15:54.600000+00:00,40.29,27.91,18.03,22.26,61.2,89.2,1105.8,183.4,1077.2,19.51,9.6,16.0,0.2,-66.7,,-2.8753999999999995,-0.5164,8.0098,-0.8748000000000001,7.6,35.9,1.05,41.76820000000001,99.972,5.519999999999999,10.34,13.0,141.19928097762343,23.3252
8615,NZL,tack,11.0,2023-10-14T12:27:04.600000+00:00,36.4,20.75,17.96,18.44,59.7,60.3,1066.5,246.8,1004.5,12.51,4.2,15.0,1.6,292.2,,-2.258,-0.945,8.976999999999999,-0.1046,4.2,32.54,1.32,55.244800000000005,34.6112,6.649999999999999,4.92,10.3,195.0314831801159,22.461
8616,NZL,tack,11.0,2023-10-14T12:31:03.600000+00:00,37.86,26.28,21.68,16.18,45.5,70.5,1085.1,262.1,729.9,18.95,6.0,15.0,0.0,258.4,,-1.7814,0.3436,9.5852,-0.5498000000000001,6.6,35.26,2.86,64.57620000000001,87.34900000000002,7.421199999999999,9.2986,14.1,185.75887322389704,22.2016
8620,NZL,tack,11.0,2023-10-14T12:37:21.600000+00:00,41.21,22.17,20.74,20.47,80.0,41.8,1370.5,206.5,611.5,16.41,8.6,13.0,5.4,275.7,,-3.6128,-2.072,10.1466,-0.2104,7.0,41.35,-1.75,40.489,52.9234,5.410000000000001,6.45,10.8,161.6774242112855,8.4444
8621,NZL,tack,11.0,2023-10-14T12:39:10.200000+00:00,38.93,22.6,21.12,17.81,66.0,64.0,1175.5,168.1,830.9,15.51,6.8,13.0,1.2,229.3,,-3.4446,-1.5816000000000003,8.152199999999999,-0.4904,5.2,32.2,6.88,54.80420000000001,48.521,6.6084,6.079999999999999,10.8,189.9908164050172,18.8252
8622,NZL,tack,11.0,2023-10-14T12:40:34.200000+00:00,40.54,22.17,20.94,19.6,64.0,46.4,1235.4,258.4,1288.6,19.65,7.0,15.0,3.4,293.0,,-3.2722,-1.5986000000000002,10.5714,-0.3496,6.4,39.89,-2.79,31.152800000000003,31.4526,4.629999999999999,4.6488,12.4,189.05102474848604,19.7142
8623,NZL,tack,11.0,2023-10-14T12:23:28.200000+00:00,41.22,32.1,26.23,14.989999999999998,69.6,84.9,1251.5,666.2,984.2,23.91,8.6,16.0,2.2,150.6,,-3.1376000000000004,-0.9419999999999998,5.541600000000001,0.1244,6.6,42.48,0.28,40.937000000000005,98.9944,5.45,10.2632,14.2,129.8990219617097,19.3814
8627,NZL,tack,11.0,2023-10-14T13:07:50.600000+00:00,23.61,25.83,11.14,12.47,48.7,64.0,164.0,150.5,880.1,10.52,2.4,18.0,1.4,-95.9,,8.9754,-0.1564,9.503999999999998,-1.503,6.2,19.31,6.89,34.44,53.337,4.91,6.4676,15.8,151.17835414521005,25.8268
8631,NZL,tack,11.0,2023-10-14T13:00:42.200000+00:00,36.33,30.23,23.48,12.849999999999998,65.5,73.4,1234.7,621.3,603.2,15.0,7.2,17.0,2.6,204.2,,-3.5318,-1.276,9.175,-0.5945999999999999,7.4,38.79,-1.6,31.978,95.538,4.699999999999999,9.9776,15.2,158.7434439083056,21.7958
8634,NZL,tack,11.0,2023-10-14T12:54:00.600000+00:00,40.15,27.92,21.28,18.87,67.0,61.5,1180.5,242.4,1205.9,15.17,8.4,16.0,3.2,262.5,,-2.7848,-1.8692,7.996600000000001,-1.0592,7.6,38.92,0.24,42.537,93.1978,5.589999999999999,9.777,10.4,178.81939280033873,22.2812
8636,NZL,tack,11.0,2023-10-14T13:25:33.600000+00:00,42.71,37.04,30.05,12.66,50.2,82.4,1110.2,1258.3,1106.0,34.67,7.0,17.0,2.4,767.6,,-2.9282,-0.8202000000000002,-2.0135999999999994,-1.5704000000000002,5.0,44.2,-0.57,64.57459999999999,64.3814,7.420000000000001,7.4048,19.3,168.0581172217771,26.2046
8638,SUI,tack,11.0,2023-10-14T14:16:43.200000+00:00,42.78,28.64,26.36,16.42,52.6,61.0,1085.3,128.4,1956.8,32.15,6.6,19.0,0.6,1040.0,,-0.4704,-2.0442,3.655,-0.5232000000000001,4.8,43.65,0.39,40.296800000000005,62.0876,5.3938000000000015,7.2132,20.2,216.06357108834868,26.6724
8639,SUI,tack,11.0,2023-10-14T14:06:48.200000+00:00,51.64,29.12,21.58,30.06,82.6,106.8,933.4,178.3,1016.7,34.78,14.6,20.0,-5.6,74.7,,1.2946,-2.318,7.344399999999999,-2.044,6.0,41.44,4.15,94.4662,94.8608,9.879,9.9298,20.8,133.1625912444458,12.709999999999996
8642,SUI,tack,11.0,2023-10-14T14:11:12.600000+00:00,37.43,29.24,23.13,14.3,59.6,73.6,1159.6,372.3,1174.8,24.47,5.6,19.0,0.6,166.1,,-0.0692,-1.2856,7.1134,-0.0939999999999999,5.0,35.77,0.04,52.52,76.69720000000001,6.431800000000001,8.4264,19.5,194.3941890212933,27.085800000000003
8643,SUI,tack,11.0,2023-10-14T14:12:49.600000+00:00,39.51,25.53,24.82,14.689999999999998,50.2,74.0,1112.7,294.0,982.2,25.67,5.0,16.0,0.4,-4.6,,-0.7490000000000001,-1.0954,8.8324,0.0746,5.8,38.23,0.87,49.909,56.909,6.201000000000001,6.8,17.6,185.1430617788844,24.2992
8646,SUI,tack,11.0,2023-10-14T14:40:29.600000+00:00,42.55,35.1,31.79,10.759999999999998,53.9,66.2,1129.7,1192.3,1242.0,30.77,5.2,17.0,0.8,498.3,,-1.3596,-1.7762,-3.5784,-1.2464000000000002,5.4,42.98,0.79,47.9958,61.54619999999999,6.0274,7.171399999999998,19.4,207.78416041682752,24.3758
8648,SUI,tack,11.0,2023-10-14T14:36:20.200000+00:00,41.85,31.77,27.65,14.200000000000005,50.7,71.6,1176.9,587.1,1229.4,29.84,6.8,19.0,0.6,405.8,,-0.8742,-1.7776000000000003,6.1118,-0.6422,4.6,41.75,1.01,42.76519999999999,65.1588,5.603000000000001,7.478600000000001,21.1,230.56227609240463,26.1496
8650,SUI,tack,11.0,2023-10-14T14:39:11.600000+00:00,42.82,36.36,31.98,10.84,73.1,59.1,1185.9,1115.6,1065.0,31.34,6.8,19.0,0.6,439.3,,-1.2386,-2.4872,-2.6328000000000005,-1.1894,4.8,45.9,1.34,42.224,62.239,5.556400000000001,7.2378,19.1,240.2211095848388,26.010000000000005
8655,SUI,tack,11.0,2023-10-14T13:40:52.600000+00:00,48.6,48.61,35.17,13.43,80.1,105.6,1010.7,1072.8,1491.8,31.03,8.4,19.0,0.2,651.3,,1.5168000000000004,-1.6738,-0.3762,-2.53,7.4,47.85,3.42,43.70799999999999,93.6044,5.683399999999999,9.817,16.9,68.09398762584871,18.4594
8658,SUI,tack,11.0,2023-10-14T14:18:07.200000+00:00,45.13,40.02,33.2,11.93,51.3,76.3,1090.1,1101.7,1456.6,31.51,5.2,19.0,0.2,390.0,,-0.9732,-2.2396,-1.5878,-2.304,4.8,45.54,-1.3,54.32759999999999,67.00540000000001,6.560999999999999,7.620600000000001,16.4,220.9090618885741,24.960800000000003
8659,SUI,tack,11.0,2023-10-14T13:20:49.600000+00:00,44.16,39.51,31.94,12.219999999999995,62.3,65.6,1179.9,1208.9,1125.3,41.56,5.6,17.0,1.2,659.7,,-2.7454,-1.8622,-2.8366,-1.4818,4.2,46.69,-0.39,46.561800000000005,57.4772,5.920199999999999,6.828600000000002,21.1,186.9699100791124,23.7864
8660,SUI,tack,11.0,2023-10-14T13:22:08.200000+00:00,41.95,38.68,29.93,12.020000000000003,50.7,67.8,1203.6,1178.7,1061.2,35.57,6.0,16.0,1.0,1056.8,,-2.823,-1.3872,-1.0742,-1.3090000000000002,5.0,43.99,1.99,44.9336,37.0254,5.782,5.1136,19.2,224.37945964650825,23.713800000000003
8662,SUI,tack,11.0,2023-10-14T12:29:55.600000+00:00,40.39,17.06,15.85,24.54,79.1,51.2,1281.9,-18.1,944.4,28.07,,15.0,0.6,-86.8,,0.7856000000000001,-1.094,1.7799999999999998,-0.1618,6.2,40.01,-1.5,19.0148,64.7444,3.622,7.432799999999999,20.4,132.70048776160309,22.6184
8663,SUI,tack,11.0,2023-10-14T12:32:05.600000+00:00,38.07,25.33,24.04,14.03,67.1,59.0,1090.2,121.4,1468.6,25.66,8.4,16.0,0.4,386.9,,0.8142,-1.0456,10.1834,-0.7042,5.8,38.59,2.62,41.271800000000006,39.0532,5.4777999999999984,5.2826,16.6,169.611338374761,24.593399999999995
8665,SUI,tack,11.0,2023-10-14T12:39:06.200000+00:00,38.64,22.04,20.21,18.43,52.0,65.9,1092.9,150.5,1195.3,36.38,6.0,13.0,0.2,-85.0,,-0.9026,-0.9018,10.611,-0.4934,4.4,37.19,4.16,42.90379999999999,49.7426,5.603999999999998,6.1846,20.7,195.21988706192835,15.171599999999998
8669,SUI,tack,11.0,2023-10-14T12:37:08.600000+00:00,40.12,29.61,26.65,13.47,63.2,67.0,1202.9,209.9,1402.5,27.09,7.8,15.0,0.8,-69.7,,-1.565,-1.4614000000000005,10.164,-0.765,5.0,40.67,0.29,45.67479999999998,64.8188,5.848800000000001,7.430199999999997,15.8,204.03462036544943,20.7112
8670,SUI,tack,11.0,2023-10-14T12:59:13.200000+00:00,38.07,26.48,23.88,14.19,51.3,80.0,1200.5,264.6,793.9,28.84,7.0,16.0,0.4,73.4,,-2.0444,-1.3441999999999998,9.0112,-0.7385999999999998,5.8,39.46,-4.44,45.11280000000001,45.2282,5.809199999999999,5.8044,17.7,163.15300563147716,18.887
8673,SUI,tack,11.0,2023-10-14T13:04:01.200000+00:00,41.84,36.3,29.66,12.180000000000003,67.7,61.4,1064.6,1088.3,2000.0,35.71,7.4,18.0,-0.2,621.0,,-1.0916,-1.7674,0.083,-0.6115999999999999,4.4,46.02,-1.16,54.05299999999999,54.1048,6.5574,6.558599999999999,18.8,194.21593638841176,26.9104
8678,SUI,tack,11.0,2023-10-14T12:56:59.600000+00:00,44.03,29.81,28.25,15.78,73.6,76.4,999.8,769.7,1215.9,33.72,5.0,18.0,-0.4,60.6,,-0.35,-1.7572000000000003,1.5624,0.5701999999999999,6.2,39.14,1.12,46.29240000000001,38.1948,5.900399999999999,5.2216,20.2,162.0659147479446,18.3458
8681,USA,tack,11.0,2023-10-14T14:12:31.600000+00:00,37.64,31.12,27.03,10.61,55.2,65.4,1020.1,928.0,751.1,23.84,5.4,18.0,2.4,406.3,,0.938,-0.8830000000000001,0.9994,0.6056,5.2,38.23,2.94,56.52859999999999,70.3634,6.75,7.899999999999999,18.6,199.2472184828618,25.127800000000008
8682,USA,tack,11.0,2023-10-14T14:11:33.200000+00:00,47.27,41.86,32.7,14.57,55.2,59.9,1132.1,1136.8,1413.8,32.89,6.4,18.0,2.2,839.5,,0.4144,-1.9152,-1.5188,-1.3594000000000002,4.2,47.78,0.62,50.7794,66.58820000000001,6.269999999999999,7.5898,18.2,238.85070131371447,24.811000000000003
8683,USA,tack,11.0,2023-10-14T13:48:40.600000+00:00,44.82,33.56,29.11,15.71,59.7,58.5,1033.2,1065.9,1032.8,28.7,6.2,19.0,2.0,418.5,,0.8398,-1.9156,-0.5046,-0.2495999999999999,4.4,44.34,1.71,38.2012,54.98279999999999,5.222800000000001,6.62,15.4,237.16105763087504,28.0168
8686,USA,tack,11.0,2023-10-14T13:49:55.200000+00:00,40.97,34.7,27.81,13.16,54.3,61.1,1090.7,975.9,1023.8,28.68,6.0,18.0,1.8,457.2,,-0.2648,-1.3045999999999998,2.3479999999999994,-0.3940000000000001,4.8,41.35,-0.07,44.2292,61.805600000000005,5.730000000000001,7.1924,16.8,198.3364943572683,24.258600000000005
8688,USA,tack,11.0,2023-10-14T14:10:13.600000+00:00,36.67,26.63,22.98,13.69,57.9,47.5,1042.2,229.6,995.5,25.09,5.6,16.0,1.8,168.2,,1.3654,-0.8447999999999999,8.912799999999999,-0.5708000000000001,5.6,35.49,-0.01,42.1012,58.2122,5.55,6.889999999999999,17.3,165.15175993851096,23.9326
8689,USA,tack,11.0,2023-10-14T14:15:08.600000+00:00,45.49,29.19,27.56,17.930000000000003,62.8,56.3,953.0,409.7,2000.0,30.27,6.8,19.0,3.2,133.0,,0.2606,-2.4182,7.9162,0.2458,4.6,44.49,3.78,43.04959999999999,71.31639999999999,5.629799999999998,7.98,16.1,214.5078292665801,19.585800000000003
8690,USA,tack,11.0,2023-10-14T14:41:15.200000+00:00,40.09,32.27,26.6,13.490000000000002,55.9,60.0,1053.0,867.3,1066.9,21.86,6.0,18.0,3.0,284.4,,-0.9752,-1.7384000000000004,1.172,0.1293999999999999,5.4,39.63,-0.3,43.02,65.2772,5.629,7.480000000000002,14.2,193.7658443031532,24.813200000000005
8692,USA,tack,11.0,2023-10-14T14:30:38.600000+00:00,17.36,11.24,8.91,8.45,53.4,132.0,-3.9,8.3,588.4,17.01,11.2,17.0,20.2,-144.2,,2.3278,-0.7687999999999999,0.621,-0.3666,8.4,26.66,3.22,72.7214,72.5186,8.095800000000002,8.079999999999998,20.4,41.311811051322536,20.962
8694,USA,tack,11.0,2023-10-14T14:35:09.600000+00:00,31.83,24.65,18.86,12.97,50.9,44.9,986.8,180.0,1195.0,15.4,3.2,17.0,2.8,218.5,,-0.0401999999999999,-0.1209999999999999,6.7884,-0.3453999999999999,5.8,30.2,-0.83,24.444,52.3716,4.071000000000001,6.405599999999998,16.2,197.7745996250232,23.5846
8695,USA,tack,11.0,2023-10-14T14:36:18.600000+00:00,43.57,38.53,29.9,13.670000000000002,59.3,69.6,972.3,1084.4,1423.0,28.6,5.8,18.0,2.4,244.4,,0.7142000000000001,-2.3314000000000004,-0.4828,-1.5224000000000002,5.0,42.67,-0.87,38.3892,54.9502,5.2348,6.6254,16.8,204.11404478772585,25.64980000000001
8696,USA,tack,11.0,2023-10-14T14:37:04.200000+00:00,43.23,44.53,35.02,8.209999999999994,55.8,66.0,1028.2,1116.8,1508.6,31.83,5.6,19.0,2.4,712.6,,-0.2206,-1.9278000000000004,0.1165999999999999,-2.202,5.0,44.47,1.34,40.8512,50.1348,5.44,6.2200000000000015,17.3,200.1886191551109,26.3116
8702,USA,tack,11.0,2023-10-14T14:16:32.200000+00:00,43.11,42.09,32.39,10.72,64.0,57.5,1186.4,1094.5,1278.9,35.01,5.2,17.0,3.0,889.1,,-0.5228,-1.8772,-0.6981999999999999,-1.6067999999999998,4.2,46.63,-1.53,36.188,55.3564,5.051,6.655,18.4,201.3483155867428,23.523000000000003
8703,USA,tack,11.0,2023-10-14T13:46:06.200000+00:00,46.93,41.42,31.94,14.989999999999998,51.2,64.0,976.4,1226.4,968.6,33.87,6.0,18.0,2.2,850.5,,-0.226,-2.3908,0.2632,-1.6408000000000005,4.6,45.34,0.38,41.9258,62.44359999999999,5.529999999999999,7.2428,18.3,213.8712230307055,25.735600000000005
8704,USA,tack,11.0,2023-10-14T13:18:33.200000+00:00,31.25,20.86,12.7,18.55,77.2,31.6,157.7,36.9,887.2,10.7,10.2,19.0,2.0,-101.3,,4.8212,-0.912,4.475,-0.4326,6.4,29.1,3.02,61.1364,61.049000000000014,7.1397999999999975,7.13,12.8,156.36376958586186,27.238800000000005
8709,USA,tack,11.0,2023-10-14T12:16:53.600000+00:00,36.63,25.76,24.37,12.260000000000002,53.1,70.7,1037.1,227.8,708.3,26.64,6.0,18.0,1.0,69.0,,0.8464,-0.948,7.1334,-0.1077999999999999,4.8,37.87,1.54,42.86460000000001,58.1118,5.610000000000001,6.880999999999999,16.2,183.19958529185243,26.303600000000003
8712,USA,tack,11.0,2023-10-14T12:59:23.600000+00:00,40.79,33.03,24.47,16.32,63.3,77.2,1061.1,630.2,1222.4,26.64,6.8,16.0,3.0,241.3,,1.099,-1.7272,2.6788,-0.4889999999999999,5.4,37.56,1.49,55.408800000000014,52.54899999999999,6.6616,6.422199999999999,16.7,151.9004211943947,22.869000000000007
8716,USA,tack,11.0,2023-10-14T13:44:42.200000+00:00,37.55,34.34,24.57,12.979999999999997,52.7,63.3,954.7,1012.8,1403.7,23.07,6.2,16.0,3.0,352.6,,0.9536,-0.9236,1.2556,0.1221999999999999,5.2,37.03,1.21,36.3178,57.6268,5.062,6.842800000000002,17.5,197.5775677667624,17.528200000000005
8718,USA,tack,11.0,2023-10-14T13:12:04.200000+00:00,37.45,32.8,27.34,10.110000000000005,51.6,63.0,1112.4,921.1,1278.7,27.82,7.4,17.0,2.6,98.1,,0.1716,-1.5364000000000002,1.8166,0.3525999999999999,5.0,37.66,0.4,35.74320000000001,41.34079999999999,5.02,5.4826000000000015,17.0,171.7323823688431,23.047
8722,USA,tack,11.0,2023-10-14T13:22:19.600000+00:00,36.65,29.54,25.17,11.479999999999997,56.1,61.4,1109.3,352.4,779.2,26.52,6.4,16.0,3.2,-5.4,,-0.6434000000000001,-1.3776,6.259399999999999,0.2109999999999999,4.8,36.39,-0.78,33.5566,40.3384,4.83,5.398400000000001,18.2,179.08432274861232,23.567
8723,USA,tack,11.0,2023-10-14T13:23:11.200000+00:00,25.13,12.44,11.08,14.05,49.1,81.1,-4.7,42.0,549.4,12.21,10.4,16.0,-1.6,-93.4,,3.6618,-1.4184000000000003,0.6296,-0.04,11.8,29.79,7.8,66.044,69.073,7.5396,7.791000000000001,14.0,32.27714039205043,24.758000000000003
8726,USA,tack,11.0,2023-10-14T13:40:44.600000+00:00,47.2,18.59,14.27,32.93000000000001,86.8,111.1,574.3,74.2,697.4,17.46,10.0,19.0,1.8,-152.5,,4.8746,-1.28,0.3677999999999999,0.3852000000000001,15.6,45.2,0.35,100.0,100.0,10.34,10.34,19.1,50.45608178542828,1.187400000000001
8730,AUS,tack,11.0,2023-10-15T12:18:39.600000+00:00,40.76,24.66,23.62,17.139999999999997,68.6,70.9,1233.7,131.1,1640.1,29.58,7.2,14.0,0.2,46.9,,-1.6232000000000002,-1.7694,8.613000000000001,-0.2122,6.6,41.08,-0.77,41.562,41.428,5.5,5.490000000000001,16.2,141.59545025744274,18.6594
8734,AUS,tack,11.0,2023-10-15T14:39:01.200000+00:00,40.09,26.26,24.9,15.190000000000005,62.0,65.9,756.6,287.7,1963.9,32.08,5.8,16.0,0.6,206.0,,0.044,-1.3807999999999998,8.5882,-0.024,6.2,42.23,-2.46,41.734,46.3734,5.519999999999999,5.909800000000001,18.7,173.1502436673763,22.11
8739,AUS,tack,11.0,2023-10-15T12:46:43.200000+00:00,38.61,22.11,20.46,18.15,66.9,58.6,1144.9,170.3,828.4,24.68,5.6,15.0,0.4,233.6,,-1.5770000000000002,-1.1716,9.702,0.0699999999999999,4.8,37.79,-0.03,37.2316,45.600600000000014,5.14,5.8432,15.3,181.95879519822813,20.0128
8741,AUS,tack,11.0,2023-10-15T12:43:15.200000+00:00,40.87,28.99,23.96,16.909999999999997,73.4,80.2,1129.9,201.9,1755.1,23.9,5.6,14.0,0.6,87.9,,-0.6618,-1.2528,7.6902,-0.7387999999999999,7.2,37.71,1.58,43.3282,46.6466,5.649999999999999,5.917199999999998,14.4,156.26578871724325,16.929000000000002
8743,AUS,tack,11.0,2023-10-15T12:27:03.200000+00:00,31.12,23.5,15.28,15.840000000000002,72.7,72.4,1012.1,214.2,771.4,15.42,2.8,14.0,-4.2,86.5,,-0.2714,0.158,11.171799999999998,-0.4436,9.4,20.99,-3.65,42.5378,40.5314,5.585799999999999,5.4194,11.8,134.91430616429992,17.8864
8745,AUS,tack,11.0,2023-10-15T13:05:59.600000+00:00,18.5,16.37,6.34,12.16,75.3,74.7,-6.3,14.3,780.9,10.13,6.6,14.0,-3.4,-130.0,,4.8808,-0.5267999999999999,2.2588000000000004,-0.2764,6.0,7.92,-0.27,69.2218,80.61019999999999,7.801800000000001,8.7478,20.3,72.8994008445463,17.773600000000002
8748,CAN,tack,11.0,2023-10-15T13:41:23.600000+00:00,14.07,11.75,7.13,6.94,27.7,46.5,-26.8,-43.8,658.8,9.12,1.0,10.0,1.4,-130.5,,2.1566,-0.198,1.4623999999999997,-0.2428,3.4,7.19,-0.13,46.94,46.90959999999999,5.95,5.945800000000002,17.9,91.06858489257309,15.2716
8750,CAN,tack,11.0,2023-10-15T13:34:37.600000+00:00,16.23,13.32,7.21,9.02,57.6,69.0,-26.9,-19.7,328.9,10.96,5.2,10.0,-0.8,-116.7,,2.2344,-0.7166,1.304,-0.3001999999999999,6.0,7.23,-1.59,73.5922,73.493,8.170000000000002,8.16,19.3,73.11331788076677,7.9976
8752,CAN,tack,11.0,2023-10-15T13:19:02.200000+00:00,17.66,17.59,7.09,10.57,49.7,70.1,-16.1,-43.7,525.8,8.62,7.4,12.0,2.6,-136.4,,1.5467999999999995,-0.1639999999999999,2.0556,-0.7468000000000002,0.4,13.22,0.96,58.006,57.9908,6.88,6.87,18.6,88.98290047866381,13.295
8754,CAN,tack,11.0,2023-10-15T13:09:40.600000+00:00,23.21,20.19,11.44,11.77,60.6,55.4,245.1,-60.9,502.5,11.55,1.0,13.0,-1.6,-170.4,,12.344,-0.6596,4.9194,-0.8038,5.0,12.39,-0.59,43.6612,43.67100000000001,5.68,5.68,13.0,131.46665107081168,16.543200000000002
8756,CAN,tack,11.0,2023-10-15T12:49:52.600000+00:00,38.88,28.81,28.08,10.800000000000004,69.9,69.8,1405.4,232.3,782.1,30.84,5.6,14.0,2.2,125.3,,-3.8282,-2.6108,9.0814,-0.8747999999999999,5.4,40.96,1.92,31.61,31.473,4.67,4.66,18.2,138.00363402055785,17.6052
8761,CAN,tack,11.0,2023-10-15T12:26:19.600000+00:00,34.48,24.12,19.35,15.129999999999995,69.1,49.5,1190.1,131.3,1065.6,25.92,8.8,15.0,2.8,131.8,,-0.725,-1.2765999999999995,8.913,-0.6982,6.4,32.9,0.12,36.39,30.8136,5.07,4.603000000000001,18.5,151.67460726404144,22.3516
8763,DEN,tack,11.0,2023-10-15T13:10:14.200000+00:00,17.49,18.09,7.95,9.54,48.5,66.2,227.9,30.5,921.1,11.74,1.6,15.0,-1.2,-79.3,,9.556,-0.3906,4.3116,-0.4176,5.6,10.44,0.74,54.96079999999999,62.84759999999999,6.62,7.2756,22.2,108.37657932329525,21.062
8767,DEN,tack,11.0,2023-10-15T14:08:28.600000+00:00,17.49,19.61,10.57,6.919999999999998,43.3,68.5,219.0,84.3,345.9,11.84,1.4,14.0,1.8,-33.5,,9.9578,-0.4482,8.16,-0.3096,4.8,16.02,7.48,47.546800000000005,69.46960000000001,5.9954,7.8252,19.7,134.09068486570098,21.858600000000003
8770,DEN,tack,11.0,2023-10-15T14:32:19.200000+00:00,42.49,29.95,19.78,22.71,73.5,107.5,1033.0,446.4,1490.2,19.49,10.8,15.0,3.0,83.4,,3.8748,-0.9054000000000002,3.6006000000000005,0.6911999999999999,16.4,43.66,1.86,81.12780000000001,81.03040000000001,8.79,8.7838,13.1,109.05762985385512,21.4844
8776,DEN,tack,11.0,2023-10-15T13:02:06.600000+00:00,21.66,16.45,9.3,12.36,60.9,108.7,209.7,17.8,434.3,13.1,4.6,14.0,-0.2,-129.2,,10.0316,-0.2802,1.6190000000000004,0.0146,12.6,20.31,8.96,52.7258,81.006,6.439000000000001,8.78,22.0,77.28596365194296,18.4596
8779,DEN,tack,11.0,2023-10-15T12:21:41.600000+00:00,22.06,15.35,11.4,10.659999999999998,50.3,62.5,243.5,-10.1,699.8,11.22,1.4,13.0,0.2,-97.2,,10.5382,-0.0776,1.6002,-0.2244,5.0,14.71,1.5,58.4234,58.26520000000001,6.91,6.899799999999998,17.1,119.52548847567316,20.573600000000003
8780,DEN,tack,11.0,2023-10-15T12:26:01.200000+00:00,36.92,22.23,19.71,17.21,75.6,61.7,1260.4,262.4,2000.0,16.3,9.4,16.0,2.2,251.5,,0.9076,-1.1658,11.5364,-0.6216000000000002,7.4,35.75,2.72,64.45079999999999,64.29160000000002,7.41,7.399999999999999,10.4,160.59346680359104,22.677200000000003
8782,DEN,tack,11.0,2023-10-15T13:00:13.600000+00:00,22.98,17.09,8.74,14.24,59.4,74.2,252.8,-10.2,482.6,12.42,5.4,14.0,-1.0,-130.2,,10.972857142857142,-0.3775510204081632,2.4651999999999994,-0.4046,4.8,12.22,2.77,52.80102040816327,52.58279999999999,6.44,6.421800000000001,19.3,112.70429267507706,16.861632653061225
8785,DEN,tack,11.0,2023-10-15T12:34:50.200000+00:00,21.27,16.48,10.34,10.93,46.0,70.8,241.2,-0.8,796.7,12.15,0.0,14.0,-1.6,-72.9,,9.6302,-0.2422,3.6652,-0.5156000000000001,4.8,15.25,0.81,59.37,59.1642,6.990000000000001,6.9746000000000015,18.3,130.9699149609615,20.5628
